"Guid","ConsumptionScheduleId","Description","LowerBound","Price","PricingMethod","ProcessingOrder","UpperBound"
844c9f39-0f9f-444e-875a-afb2c83b4175,9a1c52b9-796d-410b-9da3-010b6db2cb6e,"#N/A",0,200.0,PerUnit,1,"#N/A"
